Customer_ID,Age,Gender,Region,Plan,Tenure_Months,Monthly_Data_GB,Call_Minutes,SMS_Count,Download_Speed_Mbps,Latency_ms,Dropped_Calls_pct,Monthly_Bill_INR,Support_Calls,Satisfaction_Score,Churn
CUST10249,68,Female,West,Standard,12,3.84,381.2,36.0,45.68,59.9,1.35,700.47,3,3.5,No
CUST10250,45,Male,West,Standard,31,9.01,387.5,21.0,30.17,43.2,1.28,678.03,1,3.9,No
CUST10251,38,Male,South,Standard,37,12.71,297.8,16.0,37.46,55.5,3.34,712.09,2,3.5,No
CUST10252,60,Male,South,Premium,40,6.86,517.3,12.0,36.39,29.4,5.07,945.93,0,2.7,Yes
CUST10253,50,Female,North,Standard,18,2.9,472.9,16.0,41.39,77.6,4.3,611.69,1,2.4,Yes
CUST10254,52,Female,South,Basic,37,2.76,414.0,25.0,67.84,44.1,0.71,358.12,4,4.5,Yes
CUST10255,53,Female,East,,22,2.64,352.5,14.0,57.93,87.5,4.36,380.85,3,2.0,No
CUST10256,28,Female,North,Standard,50,2.12,573.4,26.0,48.24,54.5,3.83,604.81,1,3.2,No
CUST10257,22,Female,South,,58,7.18,387.5,12.0,41.08,71.4,1.1,906.08,2,3.2,No
CUST10258,55,Male,West,Basic,47,13.89,374.8,8.0,41.5,54.1,2.47,494.41,2,3.5,No
CUST10259,19,Male,North,Basic,1,6.63,448.8,44.0,52.92,54.5,4.01,451.68,1,3.0,No
CUST10260,55,Female,South,Standard,72,1.54,735.4,18.0,56.76,45.7,3.41,751.78,0,3.2,No
CUST10261,24,Female,East,Basic,2,5.91,188.7,14.0,34.39,56.9,1.36,397.7,1,3.3,No
CUST10262,31,Male,North,Premium,72,6.01,568.6,11.0,48.55,60.1,3.47,1001.35,1,2.7,Yes
CUST10263,54,Female,North,Basic,3,26.11,89.2,33.0,17.53,42.5,0.45,572.86,1,2.9,Yes
CUST10264,50,Female,North,Basic,38,2.59,469.1,64.0,51.18,53.0,2.55,400.58,0,3.7,No
CUST10265,58,Male,West,Premium,8,5.19,713.5,19.0,59.43,45.2,4.05,1021.08,2,3.4,Yes
CUST10266,49,Female,North,Basic,7,20.26,518.0,21.0,43.8,91.8,2.82,563.2,2,3.0,No
CUST10267,20,Female,North,Basic,50,8.96,460.7,52.0,75.25,53.6,2.25,470.77,1,3.7,No
CUST10268,61,Male,North,Basic,53,,329.1,7.0,34.78,79.7,3.78,442.78,1,3.3,No
CUST10269,29,Female,North,Basic,9,7.2,435.6,97.0,51.26,51.9,3.87,422.54,2,2.8,No
CUST10270,25,Female,East,Basic,71,8.29,384.6,136.0,47.46,59.1,4.24,373.51,1,2.2,No
CUST10271,63,Female,North,Basic,24,11.08,288.5,4.0,46.5,33.9,3.76,421.15,1,2.8,Yes
CUST10272,28,Female,East,Basic,23,3.95,377.8,23.0,46.29,47.8,3.99,388.49,1,2.0,No
CUST10273,45,Female,East,Basic,22,11.83,465.7,15.0,49.61,58.4,3.61,408.16,1,3.8,No
CUST10274,43,Female,West,Standard,34,2.74,291.9,20.0,60.72,80.4,3.09,689.64,0,3.7,No
CUST10275,58,Female,North,Standard,13,8.28,284.9,18.0,68.67,58.6,2.9,764.49,3,3.9,No
CUST10276,20,Male,West,Standard,31,7.51,185.2,43.0,47.97,77.1,2.54,644.12,1,2.5,Yes
CUST10277,23,Male,East,Basic,16,4.48,500.3,23.0,60.23,65.3,1.47,441.47,1,4.8,No
CUST10278,39,Male,North,Standard,4,6.59,528.2,13.0,37.47,81.0,1.75,631.66,1,2.8,No
CUST10279,42,Male,West,Premium,27,4.46,471.7,22.0,59.49,54.1,2.49,958.99,2,3.5,Yes
CUST10280,58,Female,West,Premium,49,3.33,603.7,35.0,36.57,93.2,3.07,931.01,0,3.1,No
CUST10281,49,Female,South,Basic,55,5.31,445.8,11.0,64.36,47.2,4.38,463.96,3,3.5,No
CUST10282,25,Male,West,Basic,26,3.26,500.6,8.0,81.16,42.7,2.75,381.23,1,5.0,Yes
CUST10283,68,Male,South,Basic,24,8.25,484.7,99.0,46.17,35.6,3.9,504.14,1,3.4,Yes
CUST10284,41,Female,East,Basic,57,3.17,413.5,16.0,15.11,92.3,3.99,404.51,1,1.4,Yes
CUST10285,68,Male,West,Standard,50,10.62,334.5,22.0,39.78,68.1,2.55,676.99,1,2.7,No
CUST10286,69,Female,South,Standard,60,3.1,828.5,19.0,66.48,49.7,3.45,598.67,2,2.5,No
CUST10287,20,Male,West,Basic,66,4.63,348.6,36.0,56.3,75.0,2.53,440.71,5,3.0,No
CUST10288,44,Male,South,Standard,60,4.45,310.1,85.0,51.73,66.0,4.25,724.94,1,3.3,No
CUST10289,39,Male,West,Standard,68,15.82,508.1,37.0,63.13,86.5,3.5,758.95,1,3.1,No
CUST10290,43,Male,East,Basic,30,8.29,475.3,8.0,55.27,30.2,1.49,571.88,0,4.3,Yes
CUST10291,34,Female,North,Premium,29,5.83,177.1,9.0,66.27,50.8,2.98,1062.62,1,3.1,Yes
CUST10292,47,Male,South,Basic,24,9.25,632.1,19.0,61.79,47.6,4.61,437.59,2,3.2,No
CUST10293,43,Male,South,Premium,17,1.7,413.0,20.0,70.83,23.4,2.6,941.71,1,4.9,No
CUST10294,27,Male,North,Basic,54,6.5,230.0,7.0,53.38,72.0,3.29,463.83,2,3.2,No
CUST10295,33,Male,North,Premium,52,24.49,644.0,44.0,61.58,50.7,3.4,1049.85,0,3.5,No
CUST10296,25,Female,South,Premium,58,7.29,542.6,11.0,43.39,66.8,1.66,1056.89,1,,No
CUST10297,61,Female,North,Premium,13,6.99,202.4,70.0,38.98,92.8,3.36,1010.83,2,2.7,Yes
CUST10298,53,Female,North,Premium,36,9.55,749.9,88.0,73.6,49.3,1.27,1020.41,1,2.7,Yes
CUST10299,38,Female,East,,16,,548.6,21.0,51.24,48.3,2.11,758.6,2,3.9,Yes
CUST10300,38,Male,East,Standard,65,1.83,428.2,33.0,60.07,56.9,3.98,754.74,1,4.5,No
CUST10301,22,Male,East,Standard,20,2.24,716.2,10.0,49.86,70.8,3.19,671.84,2,2.1,No
CUST10302,33,Female,South,Basic,11,7.67,458.7,38.0,39.2,45.9,2.47,438.8,2,3.3,No
CUST10303,66,Female,West,Standard,42,4.2,424.9,17.0,48.16,44.9,3.29,757.18,0,3.3,Yes
CUST10304,19,Female,East,Standard,64,15.69,311.1,11.0,69.54,71.9,2.73,796.36,0,3.1,No
CUST10305,25,Male,North,Premium,66,5.45,534.7,20.0,56.33,61.1,2.81,964.05,1,3.9,No
CUST10306,61,Female,North,Standard,7,1.9,515.8,18.0,22.33,22.3,3.52,660.69,3,,No
CUST10307,45,Female,East,Standard,24,2.93,432.6,20.0,44.77,35.4,2.0,677.33,1,4.0,No
CUST10308,19,Male,North,Standard,12,1.12,287.8,48.0,74.73,79.0,2.84,675.62,1,3.8,Yes
CUST10309,43,Male,South,Basic,23,5.74,453.4,14.0,44.79,61.4,2.46,358.83,3,3.2,Yes
CUST10310,56,Female,West,Basic,39,5.92,417.4,83.0,20.99,42.8,1.06,349.68,1,5.0,No
CUST10311,35,Male,North,Standard,21,5.07,190.0,10.0,76.4,52.3,1.79,630.61,2,4.3,No
CUST10312,37,Female,North,Standard,5,13.48,165.1,76.0,58.24,55.2,4.53,676.82,2,,Yes
CUST10313,50,Female,West,Basic,37,14.57,531.7,12.0,46.95,66.8,3.22,451.01,3,2.0,No
CUST10314,49,Male,East,Standard,4,5.98,20.0,25.0,42.43,33.3,1.34,719.79,2,3.8,No
CUST10315,64,Male,North,Standard,17,1.67,467.0,17.0,64.24,41.5,1.11,649.73,2,5.0,No
CUST10316,30,Female,West,Basic,1,9.99,343.9,19.0,39.87,59.4,2.68,469.74,5,2.4,Yes
CUST10317,32,Male,West,Standard,7,9.59,665.5,43.0,65.22,53.4,4.52,639.2,1,1.8,Yes
CUST10318,26,Female,South,Standard,32,,341.2,70.0,56.13,64.1,2.59,672.69,0,3.4,No
CUST10319,52,Male,East,Basic,62,12.65,548.7,56.0,51.67,35.3,4.24,507.2,3,4.0,No
CUST10320,45,Male,South,Premium,56,3.14,358.6,18.0,50.18,60.7,3.19,1000.56,1,3.1,Yes
CUST10321,36,Female,North,Premium,8,24.67,450.5,28.0,45.38,72.5,3.32,1057.17,1,2.6,Yes
CUST10322,54,Female,East,Standard,3,3.58,562.6,14.0,63.68,62.8,1.33,679.37,3,2.9,Yes
CUST10323,37,Female,South,Basic,25,10.88,346.7,12.0,35.02,57.2,3.83,585.22,3,2.9,Yes
CUST10324,28,Female,East,Standard,47,2.23,609.4,11.0,23.67,53.5,2.43,661.41,2,3.4,Yes
CUST10325,46,Female,West,Premium,54,3.65,251.1,18.0,57.22,41.6,3.75,932.77,2,2.4,Yes
CUST10326,40,Female,North,Standard,60,17.92,483.0,29.0,57.47,53.8,1.9,746.96,0,4.4,No
CUST10327,39,Female,East,Premium,25,5.64,596.1,6.0,55.2,75.2,2.99,987.91,1,3.4,No
CUST10328,41,Male,North,Standard,13,11.54,548.8,24.0,54.12,53.1,3.19,709.93,3,3.9,No
CUST10329,65,Male,West,Standard,2,7.8,775.0,71.0,43.19,40.8,2.63,694.08,1,3.8,No
CUST10330,29,Female,South,Basic,11,6.24,292.6,54.0,59.81,47.1,3.24,357.05,2,3.9,No
CUST10331,32,Female,East,Standard,5,16.22,181.8,16.0,47.32,58.2,2.51,693.38,0,3.6,No
CUST10332,47,Female,East,Basic,62,5.73,251.0,9.0,40.69,49.0,2.09,425.17,1,4.0,No
CUST10333,20,Female,South,Standard,20,2.1,548.9,34.0,43.32,62.8,4.57,652.51,2,1.4,No
CUST10334,25,Female,East,Premium,60,3.97,519.6,5.0,78.31,63.4,3.95,941.68,4,2.5,Yes
CUST10335,47,Female,East,Basic,40,9.57,448.4,53.0,21.98,69.2,1.96,446.68,2,2.5,No
CUST10336,44,Male,East,Standard,39,8.65,227.9,21.0,55.5,77.8,3.43,704.26,0,2.7,No
CUST10337,51,Male,West,Basic,33,2.41,568.0,88.0,22.81,70.9,1.98,462.38,1,3.1,No
CUST10338,23,Male,West,Standard,59,4.18,209.6,7.0,46.38,40.1,1.5,668.62,0,4.2,Yes
CUST10339,62,Female,South,Basic,4,4.58,638.6,47.0,41.5,40.5,3.94,448.43,0,3.7,No
CUST10340,43,Female,South,Premium,7,5.27,944.3,23.0,16.72,53.8,0.93,950.83,1,4.0,No
CUST10341,26,Male,North,Basic,31,2.73,496.0,19.0,53.84,47.8,3.82,446.85,1,2.7,No
CUST10342,34,Male,West,Premium,29,4.44,535.0,9.0,42.3,36.8,2.52,996.31,2,3.7,Yes
CUST10343,29,Male,South,Premium,40,4.16,341.3,37.0,16.51,47.9,2.57,1021.58,2,2.5,No
CUST10344,41,Male,South,Standard,54,11.04,104.2,39.0,60.59,-5.0,3.25,754.48,2,3.4,No
CUST10345,42,Male,North,Standard,43,11.31,321.5,86.0,69.53,44.3,3.44,749.24,2,3.8,Yes
CUST10346,40,Male,West,Standard,19,6.08,233.3,50.0,70.35,49.9,1.89,680.07,1,2.2,No
CUST10347,41,Female,South,Premium,24,5.18,169.5,16.0,53.38,73.9,3.59,993.55,0,4.1,No
CUST10348,65,Female,East,,55,7.32,740.0,12.0,48.69,58.2,2.92,501.41,0,3.5,No
CUST10349,67,Male,North,Standard,15,3.93,479.1,9.0,67.92,94.5,1.42,636.72,0,3.1,Yes
CUST10350,43,Male,West,Basic,37,3.17,498.3,69.0,73.24,57.7,2.61,383.46,0,4.8,No
CUST10351,68,Female,North,Standard,39,3.63,374.4,14.0,65.0,50.4,4.32,680.76,2,3.0,No
CUST10352,60,Female,North,Basic,55,4.43,398.9,69.0,33.88,55.1,4.64,448.42,1,2.5,Yes
CUST10353,60,Female,West,Standard,52,3.14,603.6,35.0,51.02,59.1,3.59,622.51,1,2.7,Yes
CUST10354,29,Female,West,Standard,34,7.43,424.2,31.0,54.59,62.0,1.49,689.47,1,4.7,Yes
CUST10355,40,Male,North,Standard,23,10.74,525.5,20.0,20.86,88.2,3.34,708.27,3,2.0,Yes
CUST10356,36,Female,South,Standard,27,2.38,394.7,39.0,55.04,41.5,3.74,541.44,1,3.4,No
CUST10357,23,Female,East,Standard,30,6.8,368.4,24.0,82.09,68.7,3.6,677.72,4,4.0,No
CUST10358,21,Female,West,Standard,16,5.8,176.8,19.0,57.6,58.3,3.66,675.15,2,3.4,Yes
CUST10359,50,Female,South,Standard,46,8.35,74.0,40.0,70.1,29.9,3.2,690.28,0,4.0,No
CUST10360,39,Male,South,Standard,16,6.63,382.9,22.0,50.74,67.3,2.72,766.66,0,3.8,Yes
CUST10361,60,Male,East,Premium,47,2.6,440.2,14.0,46.9,75.3,2.13,897.73,1,4.5,No
CUST10362,52,Female,south,Basic,55,2.94,198.5,37.0,53.72,41.3,0.71,371.29,0,4.5,No
CUST10363,22,Male,West,Basic,70,6.81,423.8,23.0,35.76,54.9,3.17,296.19,0,3.0,No
CUST10364,61,Male,East,Basic,9,13.05,439.7,35.0,33.54,27.4,3.0,450.85,1,3.6,No
CUST10365,43,Male,North,Standard,55,1.59,41.9,18.0,66.99,34.9,3.41,636.78,0,4.5,No
CUST10366,47,Female,West,Standard,7,8.37,265.3,11.0,68.59,71.8,1.33,671.17,1,,Yes
CUST10367,68,Male,West,Standard,25,14.49,503.3,83.0,33.13,47.5,3.51,796.86,3,2.8,Yes
CUST10368,51,Male,West,Standard,13,6.05,499.7,72.0,62.52,37.3,5.06,732.63,1,2.2,Yes
CUST10369,19,Female,North,Basic,12,9.56,222.3,46.0,46.7,58.7,2.89,460.64,1,2.5,Yes
CUST10370,27,Female,North,Premium,13,4.23,458.5,19.0,53.1,46.6,2.73,954.0,0,3.3,Yes
CUST10371,40,Male,East,Standard,4,6.19,614.0,20.0,-10.0,47.5,3.14,742.58,1,3.4,Yes
CUST10372,19,Female,North,Basic,60,2.33,569.9,65.0,62.92,66.8,5.04,411.89,0,3.5,No
CUST10373,26,Female,West,Standard,5,1.46,412.8,19.0,49.24,36.4,1.67,612.76,2,4.3,No
CUST10374,59,Male,South,Basic,29,12.34,345.8,16.0,69.15,40.5,3.02,378.65,0,3.4,No
CUST10375,25,Male,East,Basic,51,3.52,316.7,91.0,52.64,57.5,1.92,395.85,0,3.2,No
CUST10376,26,Female,West,Basic,72,4.97,514.2,24.0,57.36,70.5,2.2,470.33,1,4.1,No
CUST10377,44,Male,South,Premium,62,2.72,465.1,85.0,35.5,74.8,2.75,1090.53,2,3.3,Yes
CUST10378,22,Male,South,Standard,10,2.67,543.3,9.0,80.38,44.4,4.28,668.41,2,3.6,No
CUST10379,31,Female,East,Standard,72,5.97,453.7,35.0,55.05,70.0,4.78,642.73,0,2.2,No
CUST10380,66,Male,East,Standard,48,4.16,577.4,105.0,58.69,42.5,3.29,608.79,2,4.2,No
CUST10381,50,Male,South,Standard,13,8.55,447.0,25.0,23.88,84.2,2.39,730.66,1,1.9,No
CUST10382,68,Male,East,Premium,33,8.97,571.2,20.0,-10.0,36.9,5.54,905.77,1,2.7,Yes
CUST10383,36,Male,West,Standard,67,8.24,586.7,11.0,66.57,76.3,2.33,728.71,2,4.7,No
CUST10384,50,Male,South,Standard,29,7.81,285.2,52.0,52.3,44.5,2.17,740.83,0,3.9,No
CUST10385,30,Male,North,Standard,14,18.64,104.5,14.0,19.29,87.2,0.85,784.84,2,2.5,Yes
CUST10386,37,Female,South,Premium,64,3.34,707.8,23.0,63.57,64.5,4.34,956.96,2,3.1,No
CUST10387,27,Female,South,Standard,69,6.45,476.2,10.0,39.84,38.7,3.87,718.77,3,2.8,No
CUST10388,61,Female,North,Premium,71,13.96,121.4,73.0,69.17,46.6,5.46,1042.16,0,2.1,No
CUST10389,27,Male,North,Basic,69,15.21,301.5,55.0,46.68,-5.0,1.27,447.46,2,4.0,No
CUST10390,28,Male,East,Premium,63,2.65,568.9,24.0,51.07,71.8,4.4,1066.67,2,3.1,No
CUST10391,42,Male,South,Standard,33,5.46,379.7,11.0,65.68,53.9,2.88,662.42,3,3.4,Yes
CUST10392,40,Female,West,Basic,14,16.16,337.8,72.0,34.54,55.7,3.69,538.63,5,2.5,No
CUST10393,34,Female,North,Standard,45,9.3,682.2,19.0,33.11,67.1,0.99,571.78,2,2.9,No
CUST10394,36,Female,North,Standard,16,7.59,241.5,11.0,45.05,57.1,4.41,764.75,4,2.6,No
CUST10395,33,Female,West,Basic,35,5.8,286.3,7.0,60.41,34.3,3.67,514.58,0,3.3,Yes
CUST10396,65,Female,West,Standard,48,5.21,468.0,16.0,28.04,42.0,2.76,681.9,0,2.6,No
CUST10397,48,Male,South,Premium,69,8.06,500.3,9.0,22.98,58.8,3.51,1028.09,2,3.6,No
CUST10398,65,Male,North,Basic,21,5.67,519.3,16.0,60.36,74.4,1.96,463.74,2,3.7,Yes
CUST10399,69,Female,North,Standard,19,6.5,594.0,41.0,38.96,80.9,2.16,652.65,5,3.2,Yes
CUST10400,51,Female,South,Standard,53,7.04,465.7,19.0,42.12,67.5,2.29,721.33,1,3.6,Yes
CUST10401,60,Male,South,Basic,1,4.3,518.1,31.0,20.15,59.6,0.76,380.33,3,3.8,No
CUST10402,23,Male,South,Premium,41,9.45,383.3,15.0,37.82,67.0,3.75,972.22,0,2.3,No
CUST10403,67,Female,North,Standard,54,44.45,441.3,26.0,47.89,44.3,4.11,977.68,2,3.2,Yes
CUST10404,43,female,South,Basic,40,2.11,449.4,94.0,61.96,52.5,2.03,465.27,0,3.7,No
CUST10405,55,Female,West,Premium,28,8.25,468.7,19.0,36.43,41.8,3.18,959.65,1,3.4,Yes
CUST10406,30,Female,East,Premium,60,4.08,569.1,32.0,72.86,35.0,2.51,933.13,1,4.4,No
CUST10407,22,Female,South,Basic,27,9.73,529.9,8.0,37.73,60.3,3.16,421.87,2,2.7,No
CUST10408,64,Female,North,Premium,52,6.89,438.0,71.0,37.75,58.0,2.11,1030.64,0,2.6,No
CUST10409,41,Male,South,Basic,34,10.97,284.4,18.0,71.06,66.0,1.83,409.82,2,3.9,No
CUST10410,25,Male,South,Premium,2,14.35,442.2,51.0,51.17,63.7,3.96,1054.72,0,2.7,Yes
CUST10411,52,Female,West,Standard,39,7.58,425.0,23.0,39.72,58.9,2.73,735.56,2,2.1,No
CUST10412,20,Male,West,Standard,4,13.95,464.8,38.0,45.67,63.9,5.02,727.85,0,2.6,No
CUST10413,41,Male,West,Basic,68,1.46,827.2,39.0,68.3,54.3,2.85,463.31,0,4.2,No
CUST10414,54,Female,West,Premium,44,18.8,335.7,18.0,69.99,61.6,1.78,1045.06,3,5.0,No
CUST10415,55,Male,West,Basic,27,8.53,506.0,53.0,35.75,43.4,4.15,438.42,2,2.6,No
CUST10416,41,Male,West,Basic,36,13.47,622.3,14.0,47.36,60.9,3.49,426.07,0,2.6,No
CUST10417,37,Male,North,Basic,45,3.03,447.6,42.0,49.35,65.7,3.6,473.12,2,2.2,No
CUST10418,61,Male,North,Standard,19,3.9,850.8,19.0,33.21,44.3,4.11,630.24,2,2.9,No
CUST10419,27,Female,South,Basic,21,7.35,362.0,31.0,47.16,55.8,2.08,462.34,1,3.6,No
CUST10420,21,Female,East,Premium,31,6.61,488.3,18.0,48.08,45.0,2.66,984.74,2,3.1,Yes
CUST10421,26,Female,North,Standard,19,8.04,286.2,25.0,65.1,46.6,2.61,639.34,0,3.7,Yes
CUST10422,59,Female,West,Basic,55,13.53,366.7,12.0,66.11,37.0,1.38,446.68,3,3.4,Yes
CUST10423,42,Female,south,Basic,8,2.12,474.8,29.0,43.06,75.3,2.51,487.78,6,3.5,No
CUST10424,19,Male,South,Basic,60,12.59,582.3,25.0,44.79,72.1,4.27,485.63,1,2.0,No
CUST10425,26,Male,North,Standard,26,6.72,487.4,17.0,57.96,63.6,3.06,633.82,2,3.2,No
CUST10426,19,Male,South,Premium,41,5.86,656.6,24.0,39.22,86.6,1.32,1000.95,0,2.3,Yes
CUST10427,60,Male,North,Basic,12,2.57,412.9,27.0,56.83,52.0,1.09,406.38,6,3.8,No
CUST10428,41,Female,West,Premium,28,9.27,370.2,16.0,46.68,103.5,4.63,1194.59,0,1.6,No
CUST10429,21,Male,East,Basic,55,1.39,916.7,22.0,33.46,51.4,2.7,423.02,1,3.1,No
CUST10430,29,Male,East,Premium,20,10.19,501.0,12.0,33.65,59.1,2.09,989.21,3,3.5,Yes
CUST10431,50,Male,South,Premium,10,2.53,300.5,127.0,69.71,48.6,2.5,1042.28,1,4.7,No
CUST10432,48,Male,South,Standard,38,6.92,305.0,51.0,45.65,61.0,1.17,589.26,1,4.1,Yes
CUST10433,60,Female,South,Standard,12,6.19,260.3,30.0,72.61,68.4,4.37,691.33,2,3.5,No
CUST10434,19,Male,West,Premium,23,14.3,598.6,56.0,40.3,53.2,2.37,1144.49,1,4.1,No
CUST10435,21,Male,West,Basic,33,5.95,364.4,6.0,52.37,83.4,4.3,428.31,0,2.6,Yes
CUST10436,19,female,North,Basic,41,4.26,452.9,4.0,83.89,58.8,2.86,329.23,0,3.8,No
CUST10437,38,Male,West,Basic,47,4.81,418.6,19.0,32.14,59.3,4.37,406.08,3,2.9,No
CUST10438,55,Female,North,Standard,49,15.29,561.7,9.0,19.53,40.5,3.08,820.74,2,3.5,No
CUST10439,52,Male,West,Standard,61,,277.6,21.0,67.3,61.7,3.74,726.5,1,3.5,No
CUST10440,28,Male,North,Standard,5,5.2,236.4,28.0,35.6,52.9,3.59,634.06,2,2.0,No
CUST10441,52,Male,South,Premium,27,5.73,470.4,47.0,47.69,45.3,3.49,945.69,1,2.8,No
CUST10442,52,Male,West,Basic,1,2.41,538.2,11.0,39.21,42.6,3.18,382.68,1,3.1,No
CUST10443,27,Male,North,Standard,1,8.61,489.9,32.0,52.02,97.7,2.54,720.53,2,3.1,No
CUST10444,56,Female,South,Basic,16,2.13,284.3,25.0,33.74,50.8,4.91,485.38,0,2.4,No
CUST10445,39,Male,South,Basic,44,10.9,551.9,31.0,45.3,-5.0,1.8,522.28,1,4.6,Yes
CUST10446,21,Male,North,Standard,65,7.27,296.1,17.0,54.75,43.8,2.8,717.7,2,4.3,No
CUST10447,38,Male,East,Premium,56,31.55,336.1,65.0,32.88,54.2,2.82,1065.06,0,3.7,No
CUST10448,58,Male,West,Standard,47,3.27,260.1,23.0,37.5,63.7,3.24,595.58,2,3.5,No
CUST10449,54,Male,West,Basic,57,6.25,664.2,85.0,42.79,63.9,2.33,465.83,1,2.6,No
CUST10450,31,Female,South,Standard,13,21.52,544.0,14.0,26.57,65.8,3.15,704.12,1,2.9,No
CUST10451,57,Male,South,Basic,61,14.5,538.9,41.0,41.66,44.7,2.61,473.59,2,3.1,No
CUST10452,38,Female,North,Premium,65,,654.5,24.0,49.78,60.4,1.06,991.23,6,2.9,Yes
CUST10453,41,Female,North,Standard,7,7.73,936.3,20.0,42.01,41.0,2.81,632.81,2,3.3,Yes
CUST10454,22,Male,North,Basic,34,6.69,122.3,38.0,43.93,45.1,1.59,382.81,1,4.6,No
CUST10455,69,Female,West,Basic,60,8.03,297.1,20.0,47.7,40.3,0.89,442.0,1,4.5,No
CUST10456,61,Male,West,Basic,35,4.25,319.1,4.0,38.16,36.0,2.95,452.2,1,4.5,No
CUST10457,28,Female,West,Premium,61,6.31,276.9,3.0,58.37,72.0,3.34,1045.24,0,3.1,Yes
CUST10458,47,Male,South,Standard,68,2.37,236.0,60.0,69.54,66.0,3.38,696.61,4,4.6,No
CUST10459,58,Male,South,Standard,35,7.3,376.1,58.0,41.03,70.6,3.42,696.85,2,2.8,No
CUST10460,44,Male,South,Standard,5,,211.0,92.0,55.28,55.6,0.67,661.72,1,4.2,No
CUST10461,28,Female,South,Standard,25,5.77,490.3,24.0,44.41,67.4,1.3,624.72,2,2.8,No
CUST10462,68,Female,South,Basic,16,2.34,439.3,10.0,53.48,26.8,4.97,384.94,2,3.8,Yes
CUST10463,31,Male,North,Premium,35,12.71,516.6,18.0,71.49,68.8,1.65,1047.81,1,3.6,Yes
CUST10464,35,Female,North,Basic,43,8.47,521.4,25.0,55.63,57.8,3.47,468.33,0,2.8,Yes
CUST10465,37,Female,West,Standard,34,4.17,538.5,12.0,21.4,65.0,2.04,558.53,1,3.6,No
CUST10466,64,Female,South,Standard,15,,362.8,78.0,54.81,61.1,2.89,639.21,0,3.9,Yes
CUST10467,44,Male,West,Standard,22,2.52,811.8,118.0,66.49,39.2,2.1,730.37,1,4.8,No
CUST10468,55,Female,North,Premium,49,3.43,472.2,34.0,44.68,31.0,3.42,973.94,2,3.3,No
CUST10469,64,Male,East,Basic,2,4.71,94.8,24.0,62.93,43.6,2.95,349.32,1,3.7,No
CUST10470,66,Male,North,Standard,16,14.86,249.6,10.0,37.65,64.0,2.31,867.73,1,3.1,No
CUST10471,62,Male,South,Standard,65,4.41,116.7,72.0,25.72,66.0,1.64,673.87,1,3.5,Yes
CUST10472,65,Female,North,Standard,8,10.14,433.1,26.0,50.12,33.1,3.09,730.98,1,4.5,Yes
CUST10473,67,Female,North,Basic,30,4.71,408.1,20.0,21.65,39.3,1.47,449.23,1,3.8,No
CUST10474,69,Female,south,Basic,15,7.86,345.7,34.0,44.4,43.4,3.27,425.94,2,4.4,No
CUST10475,51,Female,South,Basic,8,,792.0,16.0,67.3,49.3,5.69,395.58,0,3.2,No
CUST10476,24,Male,East,Basic,31,11.79,528.8,27.0,19.35,33.2,4.29,586.43,1,2.5,No
CUST10477,23,Male,South,Standard,38,4.72,560.7,9.0,28.81,32.2,3.59,732.5,3,3.5,No
CUST10478,59,Female,South,Standard,13,2.41,262.4,53.0,32.52,41.9,2.71,708.67,2,4.2,Yes
CUST10479,34,Female,South,Standard,6,2.72,250.2,23.0,47.05,56.4,0.67,697.02,1,5.0,No
CUST10480,59,Male,North,Standard,10,4.73,436.6,55.0,42.51,36.1,1.35,622.2,2,4.7,Yes
CUST10481,66,Male,West,Standard,47,2.97,461.1,21.0,68.99,53.1,4.21,737.08,2,3.2,Yes
CUST10482,51,Female,West,Basic,62,8.73,95.9,22.0,62.32,71.9,1.93,405.01,1,3.4,Yes
CUST10483,57,Male,East,Standard,13,4.94,397.5,11.0,55.43,34.2,2.03,694.22,1,4.4,No
CUST10484,32,Female,South,Basic,24,31.3,432.5,42.0,50.18,51.7,2.62,496.63,2,4.4,No
CUST10485,40,Female,North,Basic,25,2.16,391.3,13.0,53.9,71.4,1.63,299.71,0,3.8,No
CUST10486,68,Male,West,Standard,26,7.63,283.6,17.0,35.07,48.3,1.45,712.29,2,3.9,Yes
CUST10487,60,Male,South,Standard,18,3.21,332.9,25.0,60.86,45.8,2.74,623.76,0,3.7,No
CUST10488,28,Female,North,Basic,4,4.85,398.2,27.0,31.32,73.6,1.82,318.7,2,2.8,No
CUST10489,66,Male,South,Standard,38,,446.3,7.0,60.53,50.1,1.98,722.71,0,3.8,No
CUST10490,43,Male,West,Standard,26,1.47,538.9,21.0,65.79,-5.0,1.94,774.42,1,3.7,Yes
CUST10491,61,Male,East,Standard,25,7.8,624.6,43.0,51.16,61.9,3.37,772.23,0,4.0,No
CUST10492,45,Female,West,Standard,20,23.03,377.0,19.0,45.36,49.5,2.54,773.03,0,,No
CUST10493,49,Female,West,Standard,67,4.98,347.9,21.0,54.0,62.7,2.6,679.37,2,3.4,No
CUST10494,26,Male,North,Basic,44,7.92,508.8,27.0,5.08,60.1,3.46,495.34,2,1.7,No
CUST10495,35,Female,West,Standard,31,13.02,540.0,22.0,52.53,71.3,2.64,788.84,2,3.5,Yes
CUST10496,55,Male,South,Standard,15,6.01,351.8,12.0,46.3,46.2,2.49,666.17,4,4.3,No
CUST10497,61,Male,East,,58,4.58,572.3,24.0,47.24,55.7,3.32,678.36,3,4.0,No
