customer_id,age,gender,region,plan,tenure_months,monthly_data_gb,call_minutes,sms_count,download_speed_mbps,latency_ms,dropped_calls_pct,monthly_bill_inr,support_calls,satisfaction_score,churn,total_contact_activity,network_stress_index,bill_per_tenure_month,high_support_flag
CUST10174,51,Male,East,Premium,56,3.3,465.9,37.0,58.03,57.3,2.25,946.05,1,4.1,Yes,5.659,0.9874202998449078,16.597368421052632,0
CUST10175,31,Male,East,Basic,17,8.32,149.0,56.0,64.85,48.6,1.1,434.5,0,4.2,No,1.49,0.7494217424826524,24.13888888888889,0
CUST10176,49,Female,South,Basic,55,3.69,527.7,12.0,47.33,49.7,2.24,381.22,3,3.0,No,8.277000000000001,1.050073948869639,6.8075,1
CUST10177,53,Male,West,Standard,8,4.32,614.4,19.0,18.59,41.9,1.62,608.07,0,3.4,No,6.144,2.2538999462076386,67.56333333333333,0
CUST10178,51,Female,South,Premium,35,6.51,289.0,10.0,58.59,61.7,0.9,976.08,1,4.1,No,3.89,1.0530807305000853,27.113333333333333,0
CUST10179,38,Male,North,Premium,46,4.7,225.4,15.0,23.1,53.5,1.92,848.51,3,3.7,No,5.254,2.316017316017316,18.053404255319148,1
CUST10180,58,Female,South,Standard,33,9.03,41.9,59.0,52.63,44.4,1.65,645.08,1,4.2,Yes,1.419,0.8436253087592627,18.972941176470588,0
CUST10181,56,Male,North,Premium,51,1.98,382.0,69.0,34.69,44.4,3.44,995.39,4,3.3,No,7.82,1.2799077543960795,19.142115384615384,1
CUST10182,34,Male,North,Premium,18,22.43,325.3,11.0,30.6,35.6,3.46,995.66,1,3.3,No,4.253,1.1633986928104576,52.40315789473684,0
CUST10183,56,Male,North,Standard,44,9.89,150.8,18.0,41.37,70.7,1.81,633.09,2,3.1,No,3.508,1.708967851099831,14.068666666666667,1
CUST10184,65,Female,South,Basic,47,5.94,511.5,23.0,45.25,56.3,2.51,533.14,2,2.9,No,7.115,1.2441988950276242,11.107083333333334,1
CUST10185,60,Female,East,Standard,46,9.72,349.0,37.0,38.34,41.2,0.76,672.31,0,3.3,No,3.49,1.0745957224830465,14.304468085106382,0
CUST10186,56,Female,South,Standard,21,2.67,236.4,7.0,56.83,67.9,2.26,682.68,1,3.3,No,3.364,1.1947914833714588,31.030909090909088,0
CUST10187,57,Female,South,Standard,22,14.42,330.2,8.0,41.31,46.0,3.24,770.85,0,4.1,No,3.302,1.1135318324860808,33.51521739130435,0
CUST10188,59,Male,West,Basic,19,5.42,622.8,35.0,62.7,32.5,3.71,467.96,1,4.4,Yes,7.228,0.518341307814992,23.398,0
CUST10189,33,Male,West,Standard,34,5.86,538.5,6.0,52.22,71.3,2.02,600.43,1,3.7,No,6.385,1.3653772500957488,17.155142857142856,0
CUST10190,55,Male,South,Basic,43,4.86,406.6,18.0,37.54,46.4,3.96,415.45,3,3.1,No,7.066,1.2360149174214172,9.442045454545454,1
CUST10191,28,Male,South,Premium,27,4.58,541.4,27.0,35.01,48.5,1.13,887.48,3,3.7,No,8.414,1.3853184804341618,31.695714285714285,1
CUST10192,36,Male,West,Basic,30,10.5,221.0,33.0,23.29,55.7,1.43,596.55,0,2.6,Yes,2.21,2.3915843709746674,19.243548387096773,0
CUST10193,66,Male,North,Basic,21,7.9,435.8,22.0,52.36,73.3,3.58,358.68,2,2.7,No,6.3580000000000005,1.3999236058059588,16.303636363636365,1
CUST10194,32,Female,South,Premium,16,10.21,456.5,19.0,42.68,55.3,4.64,952.63,2,2.6,No,6.565,1.295688847235239,56.037058823529414,1
CUST10195,61,Male,West,Basic,48,6.65,345.4,44.0,12.42,35.8,3.34,381.67,0,2.9,No,3.4539999999999997,2.8824476650563606,7.789183673469388,0
CUST10196,39,Male,South,Basic,59,9.33,508.4,30.0,39.96,63.7,2.76,372.66,0,3.3,Yes,5.084,1.5940940940940942,6.211,0
CUST10197,28,Male,East,Standard,21,6.51,289.5,16.0,34.48,47.2,0.39,753.93,3,4.5,No,5.895,1.3689095127610211,34.26954545454545,1
CUST10198,23,Female,East,Premium,62,28.48,521.8,25.0,71.64,85.2,0.58,1253.11,1,3.6,Yes,6.218,1.1892797319933,19.89063492063492,0
CUST10199,46,Female,East,Basic,42,2.41,529.3,32.0,22.46,55.0,2.94,387.29,3,2.4,No,8.293,2.4487978628673197,9.006744186046513,1
CUST10200,41,Female,South,Basic,13,15.17,20.0,82.0,26.38,19.2,2.41,417.4,2,4.5,No,2.2,0.7278241091736164,29.814285714285713,1
CUST10201,44,Female,North,Standard,27,16.27,644.3,43.0,64.65,60.7,1.58,623.59,2,4.3,No,8.443,0.9389017788089713,22.271071428571428,1
CUST10202,20,Male,South,Premium,1,3.84,20.0,57.0,68.35,86.1,2.87,958.61,2,2.9,Yes,2.2,1.2596927578639356,479.305,1
CUST10203,31,Male,North,Standard,3,28.48,319.1,16.0,36.83,80.2,2.93,802.48,1,2.5,No,4.191000000000001,2.1775726310073313,200.62,0
CUST10204,18,Female,West,Basic,25,12.77,614.6,17.0,38.52,84.3,3.84,439.8,3,2.2,No,9.146,2.188473520249221,16.915384615384617,1
CUST10205,33,Male,South,Basic,33,12.57,372.9,21.0,57.24,38.7,2.95,486.6,2,3.7,Yes,5.728999999999999,0.6761006289308177,14.311764705882354,1
CUST10206,66,Male,East,Basic,58,6.81,166.1,22.0,13.09,69.6,4.15,461.59,1,2.2,No,2.661,5.317035905271199,7.823559322033898,0
CUST10207,25,Male,West,Basic,10,5.81,233.1,12.0,20.08,43.4,2.81,451.63,3,4.4,No,5.3309999999999995,2.161354581673307,41.057272727272725,1
CUST10208,53,Male,West,Standard,61,5.84,614.8,60.0,43.79,58.6,2.67,666.65,2,3.3,No,8.148,1.3382050696506052,10.75241935483871,1
CUST10209,18,Male,South,Basic,17,8.62,84.1,46.0,71.25,34.6,3.97,390.13,2,4.0,No,2.841,0.48561403508771933,21.67388888888889,1
CUST10210,47,Female,South,Standard,10,16.62,633.2,20.0,41.46,44.7,1.72,785.34,0,2.8,No,6.332000000000001,1.0781476121562952,71.39454545454545,0
CUST10211,65,Female,West,Standard,51,7.52,420.1,38.0,49.51,44.2,5.9,694.81,0,2.2,No,4.2010000000000005,0.89274893960816,13.361730769230768,0
CUST10212,35,Male,East,Standard,56,3.7,215.4,29.0,65.01,69.4,3.21,720.06,0,3.9,No,2.154,1.0675280726042147,12.632631578947368,0
CUST10213,28,Male,West,Basic,44,11.43,325.0,41.0,48.2,67.8,3.22,511.03,2,3.7,No,5.25,1.4066390041493775,11.356222222222222,1
CUST10214,47,Female,West,Premium,9,12.17,246.9,10.0,39.35,59.4,3.38,943.82,1,1.0,Yes,3.469,1.5095298602287166,94.382,0
CUST10215,32,Female,West,Standard,9,10.23,585.9,22.0,47.75,33.4,4.86,631.5,1,3.3,Yes,6.859,0.6994764397905758,63.15,0
CUST10216,64,Female,North,Standard,29,10.85,561.8,24.0,75.33,50.0,3.67,672.55,1,4.6,Yes,6.617999999999999,0.6637461834594451,22.418333333333333,0
CUST10217,62,Female,East,Basic,33,5.61,120.6,38.0,25.17,43.1,1.03,374.57,1,2.6,No,2.206,1.7123559793404846,11.016764705882352,0
CUST10218,51,Male,North,Basic,72,3.66,357.4,16.0,63.41,68.9,4.34,462.5,2,3.6,No,5.574,1.0865794038795145,6.335616438356165,1
CUST10219,51,Male,East,Premium,21,3.8,274.6,4.0,32.73,73.9,2.43,991.12,0,3.3,No,2.7460000000000004,2.2578673999388945,45.050909090909094,0
CUST10220,49,Male,West,Standard,14,2.31,662.8,12.0,49.54,71.9,2.92,723.32,3,3.5,Yes,9.628,1.451352442470731,48.221333333333334,1
CUST10221,56,Male,South,Basic,69,7.8,187.0,24.0,44.36,42.9,1.39,467.61,1,3.9,No,2.87,0.9670874661857529,6.680142857142857,0
CUST10222,41,Male,South,Standard,12,6.33,718.8,26.0,33.63,15.0,3.38,698.46,2,2.3,Yes,9.187999999999999,0.4460303300624442,53.72769230769231,1
CUST10223,68,Male,North,Standard,2,5.02,424.0,80.0,33.25,26.7,2.08,745.11,1,4.0,Yes,5.24,0.8030075187969925,248.37,0
CUST10224,35,Female,West,Premium,31,0.98,220.9,37.0,52.15,77.7,2.91,980.72,1,3.6,Yes,3.209,1.4899328859060403,30.6475,0
CUST10225,18,Female,North,Basic,29,2.97,308.1,26.0,62.93,48.6,2.49,420.57,2,4.0,No,5.081,0.7722866677260448,14.019,1
CUST10226,54,Female,North,Premium,45,13.85,285.7,24.0,46.05,43.0,4.92,1113.52,1,3.1,Yes,3.8569999999999998,0.9337676438653638,24.20695652173913,0
CUST10227,52,Male,North,Basic,64,4.34,200.6,53.0,49.05,81.3,4.98,431.37,2,1.9,No,4.006,1.6574923547400613,6.636461538461538,1
CUST10228,69,Male,North,Standard,68,8.45,447.1,16.0,56.57,75.2,2.85,682.96,1,2.0,No,5.471,1.3293264981438926,9.897971014492754,0
CUST10229,38,Female,South,Standard,21,2.71,209.0,22.0,33.43,55.4,2.87,619.18,1,3.4,No,3.09,1.6571941370026921,28.14454545454545,0
CUST10230,40,Female,South,Basic,71,17.03,37.5,11.0,59.1,50.3,2.39,539.85,0,4.7,Yes,0.375,0.8510998307952622,7.497916666666667,0
CUST10231,47,Female,South,Basic,46,6.09,361.7,66.0,60.29,52.9,4.02,503.58,2,3.7,No,5.617,0.8774257754188091,10.714468085106382,1
CUST10232,38,Female,North,Standard,6,8.07,105.5,32.0,87.05,58.6,2.44,694.64,2,3.0,No,3.0549999999999997,0.6731763354394027,99.23428571428572,1
CUST10233,58,Male,North,Premium,68,30.32,294.6,15.0,42.36,80.6,2.34,1202.86,3,2.1,Yes,5.946,1.9027384324834749,17.432753623188404,1
CUST10234,40,Female,South,Standard,10,17.92,266.4,23.0,41.13,61.8,3.88,648.17,1,2.2,No,3.6639999999999997,1.5025528811086797,58.92454545454545,0
CUST10235,58,Male,North,Premium,43,5.48,273.2,35.0,59.53,66.6,2.21,978.83,1,2.6,No,3.7319999999999998,1.1187636485805474,22.246136363636364,0
CUST10236,40,Male,East,Premium,57,4.55,790.2,21.0,60.29,73.7,2.76,974.09,1,3.2,No,8.902000000000001,1.2224249460938796,16.794655172413794,0
CUST10237,29,Female,North,Standard,18,5.41,440.2,17.0,39.97,36.3,1.06,641.48,3,4.3,No,7.402,0.9081811358518889,33.7621052631579,1
CUST10238,69,Male,South,Standard,20,9.31,474.2,16.0,41.95,67.1,3.57,835.97,1,1.9,Yes,5.742,1.5995232419547079,39.80809523809524,0
CUST10239,45,Male,South,Basic,35,6.24,110.2,31.0,56.12,50.3,4.93,432.8,4,3.2,Yes,5.102,0.8962936564504633,12.022222222222222,1
CUST10240,54,Male,South,Basic,64,5.17,312.3,19.0,35.59,15.0,3.59,407.59,1,3.8,No,4.123,0.4214667041303737,6.270615384615384,0
CUST10241,48,Male,North,Premium,17,17.35,468.8,18.0,41.84,20.9,4.41,1054.53,0,2.9,Yes,4.688,0.4995219885277246,58.585,0
CUST10242,36,Male,North,Standard,48,6.21,245.6,10.0,49.34,38.7,1.87,576.11,1,3.8,No,3.456,0.7843534657478719,11.75734693877551,0
CUST10243,68,Male,West,Basic,33,29.81,593.5,26.0,62.94,63.5,3.06,536.07,3,2.2,No,8.934999999999999,1.0088973625675246,15.766764705882354,1
CUST10244,37,Male,North,Standard,9,7.09,213.5,22.0,38.93,56.8,1.76,745.62,3,3.3,Yes,5.135,1.4590290264577446,74.562,1
CUST10245,69,Female,South,Standard,52,21.34,378.5,20.0,20.36,57.9,2.55,742.45,0,2.8,No,3.785,2.843811394891945,14.008490566037736,0
CUST10246,40,Male,South,Premium,60,8.43,324.5,28.0,19.25,86.2,3.65,953.99,2,2.0,No,5.245,4.477922077922078,15.639180327868853,1
CUST10247,19,Female,South,Standard,42,12.5,459.6,41.0,29.11,34.7,2.91,796.02,1,3.5,Yes,5.596,1.1920302301614567,18.512093023255815,0
CUST10248,19,Male,South,Standard,13,4.17,314.7,40.0,28.3,54.6,1.25,747.73,2,3.6,Yes,5.147,1.9293286219081272,53.409285714285716,1
CUST10249,68,Female,West,Standard,12,3.84,381.2,36.0,45.68,59.9,1.35,700.47,3,3.5,No,6.811999999999999,1.3112959719789843,53.88230769230769,1
CUST10250,45,Male,West,Standard,31,9.01,387.5,21.0,30.17,43.2,1.28,678.03,1,3.9,No,4.875,1.4318859794497845,21.1884375,0
CUST10251,38,Male,South,Standard,37,12.71,297.8,16.0,37.46,55.5,3.34,712.09,2,3.5,No,4.978,1.4815803523758675,18.73921052631579,1
CUST10252,60,Male,South,Premium,40,6.86,517.3,12.0,36.39,29.4,5.07,945.93,0,2.7,Yes,5.172999999999999,0.807914262159934,23.071463414634145,0
CUST10253,50,Female,North,Standard,18,2.9,472.9,16.0,41.39,77.6,4.3,611.69,1,2.4,Yes,5.729,1.874848997342353,32.19421052631579,0
CUST10254,52,Female,South,Basic,37,2.76,414.0,25.0,67.84,44.1,0.71,358.12,4,4.5,Yes,8.14,0.6500589622641509,9.42421052631579,1
CUST10255,53,Female,East,Standard,22,2.64,352.5,14.0,57.93,87.5,4.36,380.85,3,2.0,No,6.525,1.5104436388745037,16.558695652173913,1
CUST10256,28,Female,North,Standard,50,2.12,573.4,26.0,48.24,54.5,3.83,604.81,1,3.2,No,6.734,1.1297678275290215,11.859019607843136,0
CUST10257,22,Female,South,Standard,58,7.18,387.5,12.0,41.08,71.4,1.1,906.08,2,3.2,No,5.875,1.738072054527751,15.35728813559322,1
CUST10258,55,Male,West,Basic,47,13.89,374.8,8.0,41.5,54.1,2.47,494.41,2,3.5,No,5.748,1.3036144578313253,10.300208333333334,1
CUST10259,19,Male,North,Basic,1,6.63,448.8,44.0,52.92,54.5,4.01,451.68,1,3.0,No,5.488,1.029856386999244,225.84,0
CUST10260,55,Female,South,Standard,72,1.54,735.4,18.0,56.76,45.7,3.41,751.78,0,3.2,No,7.354,0.8051444679351657,10.298356164383561,0
CUST10261,24,Female,East,Basic,2,5.91,188.7,14.0,34.39,56.9,1.36,397.7,1,3.3,No,2.8869999999999996,1.6545507414946206,132.56666666666666,0
CUST10262,31,Male,North,Premium,72,6.01,568.6,11.0,48.55,60.1,3.47,1001.35,1,2.7,Yes,6.686,1.2378990731204944,13.717123287671233,0
CUST10263,54,Female,North,Basic,3,26.11,89.2,33.0,17.53,42.5,0.45,572.86,1,2.9,Yes,1.892,2.424415288077581,143.215,0
CUST10264,50,Female,North,Basic,38,2.59,469.1,64.0,51.18,53.0,2.55,400.58,0,3.7,No,4.691,1.0355607659241892,10.271282051282052,0
CUST10265,58,Male,West,Premium,8,5.19,713.5,19.0,59.43,45.2,4.05,1021.08,2,3.4,Yes,9.135,0.7605586404172977,113.45333333333333,1
CUST10266,49,Female,North,Basic,7,20.26,518.0,21.0,43.8,91.8,2.82,563.2,2,3.0,No,7.18,2.095890410958904,70.4,1
CUST10267,20,Female,North,Basic,50,8.96,460.7,52.0,75.25,53.6,2.25,470.77,1,3.7,No,5.607,0.7122923588039868,9.23078431372549,0
CUST10268,61,Male,North,Basic,53,6.51,329.1,7.0,34.78,79.7,3.78,442.78,1,3.3,No,4.291,2.291546866014951,8.199629629629628,0
CUST10269,29,Female,North,Basic,9,7.2,435.6,97.0,51.26,51.9,3.87,422.54,2,2.8,No,6.356,1.0124853687085447,42.254000000000005,1
CUST10270,25,Female,East,Basic,71,8.29,384.6,136.0,47.46,59.1,4.24,373.51,1,2.2,No,4.846,1.245259165613148,5.1876388888888885,0
CUST10271,63,Female,North,Basic,24,11.08,288.5,4.0,46.5,33.9,3.76,421.15,1,2.8,Yes,3.885,0.7290322580645161,16.846,0
CUST10272,28,Female,East,Basic,23,3.95,377.8,23.0,46.29,47.8,3.99,388.49,1,2.0,No,4.7780000000000005,1.0326204363793476,16.187083333333334,0
CUST10273,45,Female,East,Basic,22,11.83,465.7,15.0,49.61,58.4,3.61,408.16,1,3.8,No,5.657,1.1771820197540819,17.74608695652174,0
CUST10274,43,Female,West,Standard,34,2.74,291.9,20.0,60.72,80.4,3.09,689.64,0,3.7,No,2.9189999999999996,1.324110671936759,19.704,0
CUST10275,58,Female,North,Standard,13,8.28,284.9,18.0,68.67,58.6,2.9,764.49,3,3.9,No,5.849,0.8533566331731469,54.60642857142857,1
CUST10276,20,Male,West,Standard,31,7.51,185.2,43.0,47.97,77.1,2.54,644.12,1,2.5,Yes,2.852,1.6072545340838023,20.12875,0
CUST10277,23,Male,East,Basic,16,4.48,500.3,23.0,60.23,65.3,1.47,441.47,1,4.8,No,6.003,1.0841773202722895,25.968823529411765,0
CUST10278,39,Male,North,Standard,4,6.59,528.2,13.0,37.47,81.0,1.75,631.66,1,2.8,No,6.282,2.1617293835068057,126.332,0
CUST10279,42,Male,West,Premium,27,4.46,471.7,22.0,59.49,54.1,2.49,958.99,2,3.5,Yes,6.717,0.9093965372331484,34.24964285714286,1
CUST10280,58,Female,West,Premium,49,3.33,603.7,35.0,36.57,93.2,3.07,931.01,0,3.1,No,6.037000000000001,2.548537052228603,18.6202,0
CUST10281,49,Female,South,Basic,55,5.31,445.8,11.0,64.36,47.2,4.38,463.96,3,3.5,No,7.458,0.7333747669359851,8.285,1
CUST10282,25,Male,West,Basic,26,3.26,500.6,8.0,81.16,42.7,2.75,381.23,1,5.0,Yes,6.006,0.5261212419911286,14.11962962962963,0
CUST10283,68,Male,South,Basic,24,8.25,484.7,99.0,46.17,35.6,3.9,504.14,1,3.4,Yes,5.8469999999999995,0.7710634611219407,20.165599999999998,0
CUST10284,41,Female,East,Basic,57,3.17,413.5,16.0,15.11,92.3,3.99,404.51,1,1.4,Yes,5.135,6.108537392455328,6.974310344827586,0
CUST10285,68,Male,West,Standard,50,10.62,334.5,22.0,39.78,68.1,2.55,676.99,1,2.7,No,4.345000000000001,1.7119155354449471,13.274313725490197,0
CUST10286,69,Female,South,Standard,60,3.1,828.5,19.0,66.48,49.7,3.45,598.67,2,2.5,No,10.285,0.7475932611311673,9.814262295081967,1
CUST10287,20,Male,West,Basic,66,4.63,348.6,36.0,56.3,75.0,2.53,440.71,5,3.0,No,8.486,1.3321492007104796,6.577761194029851,1
CUST10288,44,Male,South,Standard,60,4.45,310.1,85.0,51.73,66.0,4.25,724.94,1,3.3,No,4.101000000000001,1.2758554030543205,11.884262295081967,0
CUST10289,39,Male,West,Standard,68,15.82,508.1,37.0,63.13,86.5,3.5,758.95,1,3.1,No,6.081,1.3701884999207983,10.99927536231884,0
CUST10290,43,Male,East,Basic,30,8.29,475.3,8.0,55.27,30.2,1.49,571.88,0,4.3,Yes,4.753,0.5464085398950606,18.447741935483872,0
CUST10291,34,Female,North,Premium,29,5.83,177.1,9.0,66.27,50.8,2.98,1062.62,1,3.1,Yes,2.771,0.766561038177154,35.42066666666666,0
CUST10292,47,Male,South,Basic,24,9.25,632.1,19.0,61.79,47.6,4.61,437.59,2,3.2,No,8.321000000000002,0.7703511895128662,17.5036,1
CUST10293,43,Male,South,Premium,17,1.7,413.0,20.0,70.83,23.4,2.6,941.71,1,4.9,No,5.13,0.3303684879288437,52.31722222222223,0
CUST10294,27,Male,North,Basic,54,6.5,230.0,7.0,53.38,72.0,3.29,463.83,2,3.2,No,4.3,1.348819782690146,8.433272727272726,1
CUST10295,33,Male,North,Premium,52,24.49,644.0,44.0,61.58,50.7,3.4,1049.85,0,3.5,No,6.44,0.8233192594998376,19.808490566037733,0
CUST10296,25,Female,South,Premium,58,7.29,542.6,11.0,43.39,66.8,1.66,1056.89,1,3.3,No,6.426,1.539525236229546,17.913389830508475,0
CUST10297,61,Female,North,Premium,13,6.99,202.4,70.0,38.98,92.8,3.36,1010.83,2,2.7,Yes,4.024,2.3807080554130327,72.20214285714286,1
CUST10298,53,Female,North,Premium,36,9.55,749.9,88.0,73.6,49.3,1.27,1020.41,1,2.7,Yes,8.498999999999999,0.6698369565217391,27.57864864864865,0
CUST10299,38,Female,East,Standard,16,6.51,548.6,21.0,51.24,48.3,2.11,758.6,2,3.9,Yes,7.486000000000001,0.9426229508196721,44.62352941176471,1
CUST10300,38,Male,East,Standard,65,1.83,428.2,33.0,60.07,56.9,3.98,754.74,1,4.5,No,5.282,0.9472282337273181,11.435454545454546,0
CUST10301,22,Male,East,Standard,20,2.24,716.2,10.0,49.86,70.8,3.19,671.84,2,2.1,No,9.162,1.4199759326113117,31.992380952380955,1
CUST10302,33,Female,South,Basic,11,7.67,458.7,38.0,39.2,45.9,2.47,438.8,2,3.3,No,6.587,1.1709183673469385,36.56666666666667,1
CUST10303,66,Female,West,Standard,42,4.2,424.9,17.0,48.16,44.9,3.29,757.18,0,3.3,Yes,4.249,0.9323089700996678,17.608837209302326,0
CUST10304,19,Female,East,Standard,64,15.69,311.1,11.0,69.54,71.9,2.73,796.36,0,3.1,No,3.111,1.0339373022720737,12.251692307692307,0
CUST10305,25,Male,North,Premium,66,5.45,534.7,20.0,56.33,61.1,2.81,964.05,1,3.9,No,6.347,1.0846795668382745,14.388805970149253,0
CUST10306,61,Female,North,Standard,7,1.9,515.8,18.0,22.33,22.3,3.52,660.69,3,3.3,No,8.158,0.9986565158978953,82.58625,1
CUST10307,45,Female,East,Standard,24,2.93,432.6,20.0,44.77,35.4,2.0,677.33,1,4.0,No,5.3260000000000005,0.7907080634353361,27.093200000000003,0
CUST10308,19,Male,North,Standard,12,1.12,287.8,48.0,74.73,79.0,2.84,675.62,1,3.8,Yes,3.878,1.057139033855212,51.97076923076923,0
CUST10309,43,Male,South,Basic,23,5.74,453.4,14.0,44.79,61.4,2.46,358.83,3,3.2,Yes,7.534,1.3708417057378879,14.95125,1
CUST10310,56,Female,West,Basic,39,5.92,417.4,83.0,20.99,42.8,1.06,349.68,1,5.0,No,5.1739999999999995,2.039066222010481,8.742,0
CUST10311,35,Male,North,Standard,21,5.07,190.0,10.0,76.4,52.3,1.79,630.61,2,4.3,No,3.9,0.6845549738219895,28.66409090909091,1
CUST10312,37,Female,North,Standard,5,13.48,165.1,76.0,58.24,55.2,4.53,676.82,2,3.3,Yes,3.651,0.9478021978021978,112.80333333333334,1
CUST10313,50,Female,West,Basic,37,14.57,531.7,12.0,46.95,66.8,3.22,451.01,3,2.0,No,8.317,1.4227902023429178,11.868684210526316,1
CUST10314,49,Male,East,Standard,4,5.98,20.0,25.0,42.43,33.3,1.34,719.79,2,3.8,No,2.2,0.7848220598633042,143.958,1
CUST10315,64,Male,North,Standard,17,1.67,467.0,17.0,64.24,41.5,1.11,649.73,2,5.0,No,6.67,0.6460149439601495,36.096111111111114,1
CUST10316,30,Female,West,Basic,1,9.99,343.9,19.0,39.87,59.4,2.68,469.74,5,2.4,Yes,8.439,1.489841986455982,234.87,1
CUST10317,32,Male,West,Standard,7,9.59,665.5,43.0,65.22,53.4,4.52,639.2,1,1.8,Yes,7.655,0.8187672493100276,79.9,0
CUST10318,26,Female,South,Standard,32,6.51,341.2,70.0,56.13,64.1,2.59,672.69,0,3.4,No,3.412,1.1419918047389985,20.384545454545457,0
CUST10319,52,Male,East,Basic,62,12.65,548.7,56.0,51.67,35.3,4.24,507.2,3,4.0,No,8.487,0.6831817302109541,8.05079365079365,1
CUST10320,45,Male,South,Premium,56,3.14,358.6,18.0,50.18,60.7,3.19,1000.56,1,3.1,Yes,4.586,1.2096452770027901,17.553684210526313,0
CUST10321,36,Female,North,Premium,8,24.67,450.5,28.0,45.38,72.5,3.32,1057.17,1,2.6,Yes,5.505,1.5976200969590126,117.46333333333334,0
CUST10322,54,Female,East,Standard,3,3.58,562.6,14.0,63.68,62.8,1.33,679.37,3,2.9,Yes,8.626000000000001,0.986180904522613,169.8425,1
CUST10323,37,Female,South,Basic,25,10.88,346.7,12.0,35.02,57.2,3.83,585.22,3,2.9,Yes,6.4670000000000005,1.6333523700742432,22.50846153846154,1
CUST10324,28,Female,East,Standard,47,2.23,609.4,11.0,23.67,53.5,2.43,661.41,2,3.4,Yes,8.094,2.260245035910435,13.779375,1
CUST10325,46,Female,West,Premium,54,3.65,251.1,18.0,57.22,41.6,3.75,932.77,2,2.4,Yes,4.511,0.7270185249912618,16.959454545454545,1
CUST10326,40,Female,North,Standard,60,17.92,483.0,29.0,57.47,53.8,1.9,746.96,0,4.4,No,4.83,0.936140595093092,12.245245901639345,0
CUST10327,39,Female,East,Premium,25,5.64,596.1,6.0,55.2,75.2,2.99,987.91,1,3.4,No,6.961,1.3623188405797102,37.996538461538464,0
CUST10328,41,Male,North,Standard,13,11.54,548.8,24.0,54.12,53.1,3.19,709.93,3,3.9,No,8.488,0.9811529933481153,50.70928571428571,1
CUST10329,65,Male,West,Standard,2,7.8,775.0,71.0,43.19,40.8,2.63,694.08,1,3.8,No,8.75,0.944663116462144,231.36,0
CUST10330,29,Female,South,Basic,11,6.24,292.6,54.0,59.81,47.1,3.24,357.05,2,3.9,No,4.926,0.7874937301454606,29.754166666666666,1
CUST10331,32,Female,East,Standard,5,16.22,181.8,16.0,47.32,58.2,2.51,693.38,0,3.6,No,1.818,1.2299239222316145,115.56333333333333,0
CUST10332,47,Female,East,Basic,62,5.73,251.0,9.0,40.69,49.0,2.09,425.17,1,4.0,No,3.51,1.2042270828213322,6.748730158730159,0
CUST10333,20,Female,South,Standard,20,2.1,548.9,34.0,43.32,62.8,4.57,652.51,2,1.4,No,7.489,1.4496768236380424,31.07190476190476,1
CUST10334,25,Female,East,Premium,60,3.97,519.6,5.0,78.31,63.4,3.95,941.68,4,2.5,Yes,9.196000000000002,0.80960286042651,15.437377049180327,1
CUST10335,47,Female,East,Basic,40,9.57,448.4,53.0,21.98,69.2,1.96,446.68,2,2.5,No,6.484,3.1483166515013647,10.894634146341463,1
CUST10336,44,Male,East,Standard,39,8.65,227.9,21.0,55.5,77.8,3.43,704.26,0,2.7,No,2.279,1.4018018018018017,17.6065,0
CUST10337,51,Male,West,Basic,33,2.41,568.0,88.0,22.81,70.9,1.98,462.38,1,3.1,No,6.68,3.10828583954406,13.599411764705883,0
CUST10338,23,Male,West,Standard,59,4.18,209.6,7.0,46.38,40.1,1.5,668.62,0,4.2,Yes,2.096,0.8645968089693833,11.143666666666666,0
CUST10339,62,Female,South,Basic,4,4.58,638.6,47.0,41.5,40.5,3.94,448.43,0,3.7,No,6.386,0.9759036144578314,89.686,0
CUST10340,43,Female,South,Premium,7,5.27,944.3,23.0,16.72,53.8,0.93,950.83,1,4.0,No,10.443,3.2177033492822966,118.85375,0
CUST10341,26,Male,North,Basic,31,2.73,496.0,19.0,53.84,47.8,3.82,446.85,1,2.7,No,5.96,0.8878157503714709,13.9640625,0
CUST10342,34,Male,West,Premium,29,4.44,535.0,9.0,42.3,36.8,2.52,996.31,2,3.7,Yes,7.35,0.8699763593380615,33.21033333333333,1
CUST10343,29,Male,South,Premium,40,4.16,341.3,37.0,16.51,47.9,2.57,1021.58,2,2.5,No,5.413,2.901271956390066,24.91658536585366,1
CUST10344,41,Male,South,Standard,54,11.04,104.2,39.0,60.59,55.25,3.25,754.48,2,3.4,No,3.042,0.9118666446608351,13.717818181818183,1
CUST10345,42,Male,North,Standard,43,11.31,321.5,86.0,69.53,44.3,3.44,749.24,2,3.8,Yes,5.215,0.6371350496188695,17.028181818181817,1
CUST10346,40,Male,West,Standard,19,6.08,233.3,50.0,70.35,49.9,1.89,680.07,1,2.2,No,3.333,0.7093105899076049,34.0035,0
CUST10347,41,Female,South,Premium,24,5.18,169.5,16.0,53.38,73.9,3.59,993.55,0,4.1,No,1.695,1.3844136380666916,39.742,0
CUST10348,65,Female,East,Standard,55,7.32,740.0,12.0,48.69,58.2,2.92,501.41,0,3.5,No,7.4,1.1953173136167592,8.953750000000001,0
CUST10349,67,Male,North,Standard,15,3.93,479.1,9.0,67.92,94.5,1.42,636.72,0,3.1,Yes,4.791,1.3913427561837455,39.795,0
