customer_id,age,gender,region,plan,tenure_months,monthly_data_gb,call_minutes,sms_count,download_speed_mbps,latency_ms,dropped_calls_pct,monthly_bill_inr,support_calls,satisfaction_score,churn,monthly_data_gb_norm,call_minutes_norm,download_speed_mbps_norm,latency_ms_norm,monthly_bill_inr_norm
CUST10137,30,Female,East,Premium,40,5.67,314.5,60.0,57.77,52.5,2.87,1015.53,0,3.9,No,0.107890499194847,0.31861949583468574,0.6244231451899184,0.42134831460674155,0.7517242820716465
CUST10138,34,Male,East,Standard,2,9.64,471.6,5.0,57.32,77.9,3.26,666.03,3,2.8,Yes,0.1992178513917644,0.48858595694038737,0.6190983315583954,0.7067415730337079,0.3864899887137901
CUST10139,44,Male,West,Standard,39,2.89,376.1,20.0,47.44,76.9,3.71,591.88,1,2.9,No,0.04393834828617437,0.3852645245050309,0.5021890900485149,0.6955056179775282,0.3090017974334323
CUST10140,30,Male,West,Basic,29,8.41,551.0,20.0,50.96,58.9,1.91,430.3,3,3.2,Yes,0.17092247527030133,0.5744888023369036,0.5438409655662052,0.49325842696629213,0.14014755674455548
CUST10141,68,Female,East,Standard,51,23.18,515.5,55.0,30.22,41.8,2.42,793.11,2,3.2,Yes,0.5106970324361628,0.536081358866169,0.29842622174890543,0.30112359550561796,0.5192910588136941
CUST10142,18,Female,West,Standard,64,9.05,305.5,74.0,15.2,80.2,0.1,600.33,2,3.3,No,0.1856452726017943,0.30888239748999247,0.1206957756478523,0.7325842696629213,0.31783221167913733
CUST10143,67,Male,North,Premium,70,5.24,399.6,9.0,50.25,54.0,2.12,917.24,0,3.7,No,0.09799861973775015,0.4106891701828411,0.5354395929475801,0.43820224719101125,0.6490093215733813
CUST10144,45,Male,North,Standard,44,4.81,617.9,66.0,52.86,57.0,2.22,678.43,1,3.8,No,0.08810674028065331,0.646867900032457,0.566323512010413,0.47191011235955055,0.3994482297370731
CUST10145,19,Female,East,Standard,27,5.12,500.8,11.0,66.14,49.6,1.68,657.27,1,3.8,No,0.09523809523809523,0.5201774315698366,0.7234646787362442,0.3887640449438202,0.3773356184425031
CUST10146,24,Male,West,Basic,32,5.67,178.5,11.0,71.57,40.8,2.98,454.73,0,3.2,No,0.107890499194847,0.17148112084820946,0.7877174298899537,0.28988764044943816,0.1656773815992978
CUST10147,23,Female,North,Basic,13,5.23,548.0,21.0,71.55,31.5,2.74,363.57,0,5.0,No,0.09776857602944558,0.5712431028886725,0.7874807715063306,0.1853932584269663,0.07041340968942023
CUST10148,32,Female,South,Standard,68,12.13,234.8,20.0,33.03,65.1,0.31,761.06,0,5.0,Yes,0.2564987347596043,0.23239208049334634,0.33167672464797066,0.5629213483146067,0.4857981858462568
CUST10149,35,Male,East,Standard,62,2.17,684.3,8.0,42.72,42.5,3.04,596.91,0,3.6,No,0.027375201288244763,0.7187060478199718,0.4463377115134303,0.3089887640449438,0.3142582452033608
CUST10150,51,Female,North,Basic,62,11.71,614.3,39.0,55.21,104.0,1.78,559.61,2,2.2,No,0.24683689901081202,0.6429730606945797,0.5941308720861437,1.0,0.27527902018977557
CUST10151,34,Male,South,Premium,24,5.22,482.2,39.0,85.98,37.6,3.33,885.95,3,3.7,Yes,0.09753853232114101,0.5000540949908039,0.9582297952904981,0.2539325842696629,0.616310663378339
CUST10152,55,Female,West,Premium,24,8.54,458.3,51.0,70.2,34.9,1.39,940.15,1,4.8,Yes,0.1739130434782608,0.47419668938656284,0.7715063306117619,0.2235955056179775,0.6729507168833342
CUST10153,33,Male,East,Basic,62,3.21,392.4,18.0,64.79,63.2,2.83,441.22,3,4.2,No,0.051299746951920855,0.4028994915070864,0.7074902378416755,0.5415730337078652,0.15155916900054348
CUST10154,31,Female,North,Standard,40,15.86,552.1,24.0,42.18,79.5,2.49,835.69,3,2.2,Yes,0.3423050379572118,0.5756788921345883,0.4399479351556029,0.7247191011235955,0.5637879864565482
CUST10155,32,Female,West,Basic,51,15.02,363.3,24.0,34.75,56.0,3.13,506.45,1,2.9,No,0.3229813664596273,0.37141620685924487,0.3520293456395693,0.4606741573033708,0.21972578689963637
CUST10156,35,Male,South,Standard,36,12.48,472.4,80.0,59.83,64.2,2.94,754.84,3,3.4,Yes,0.26455026455026454,0.48945147679324896,0.648798958703112,0.5528089887640449,0.47929816494586813
CUST10157,61,Male,West,Basic,32,2.5,586.9,3.0,31.49,25.5,2.52,414.96,1,4.1,No,0.034966643662295835,0.613329005734069,0.3134540291089811,0.11797752808988764,0.12411695857542951
CUST10158,30,Female,South,Standard,46,11.46,328.9,13.0,44.42,44.2,1.11,661.31,0,3.8,Yes,0.2410858063031976,0.33419885318619497,0.46645367412140576,0.3280898876404495,0.38155749696944363
CUST10159,32,Female,East,Standard,59,8.7,319.1,25.0,46.28,37.8,1.18,674.24,1,3.3,Yes,0.17759374281113408,0.3235962349886401,0.48846290379836704,0.25617977528089886,0.39506959829452837
CUST10160,67,Male,South,Standard,25,2.36,215.0,11.0,71.89,24.7,2.16,596.5,1,4.8,No,0.03174603174603174,0.2109704641350211,0.7915039640279257,0.10898876404494381,0.3138297872340426
CUST10161,51,Male,South,Basic,59,6.58,238.4,20.0,42.68,56.9,2.79,368.15,2,3.3,No,0.12882447665056357,0.23628691983122366,0.44586439474618383,0.4707865168539326,0.07519959871253605
CUST10162,27,Male,West,Premium,18,8.47,100.9,22.0,11.41,19.1,2.13,1021.92,3,3.5,No,0.1723027375201288,0.08752569512063184,0.07584901195124837,0.0460674157303371,0.7584019562763868
CUST10163,63,Female,North,Basic,30,9.6,561.4,15.0,55.57,33.8,3.49,394.83,2,3.8,No,0.19829767655854608,0.5857405604241047,0.598390722991362,0.21123595505617973,0.1030807173013418
CUST10164,27,Female,North,Basic,66,7.5,755.6,26.0,37.51,46.4,2.49,461.58,0,3.1,No,0.14998849781458473,0.7958455047062643,0.3846882025795763,0.35280898876404493,0.17283576474522427
CUST10165,26,Male,South,Standard,69,8.08,686.6,38.0,48.64,41.7,1.74,625.88,2,3.5,No,0.16333103289625026,0.7211944173969491,0.5163885930659093,0.30000000000000004,0.3445324583037245
CUST10166,41,Male,East,Standard,67,17.42,137.3,21.0,46.7,61.3,2.49,769.82,1,3.8,No,0.378191856452726,0.1269068484258358,0.4934327298544551,0.5202247191011236,0.4949525561175439
CUST10167,53,Male,West,Premium,23,14.83,560.5,18.0,43.89,59.9,3.05,1011.1,2,3.3,No,0.3186105360018403,0.5847668505896354,0.46018222695538985,0.5044943820224719,0.7470948459641351
CUST10168,27,Male,West,Premium,61,1.04,686.0,22.0,59.86,69.3,3.16,1032.6,2,3.4,No,0.0013802622498274683,0.7205452775073029,0.6491539462785468,0.6101123595505618,0.7695627638674079
CUST10169,57,Female,South,Basic,68,5.44,347.8,24.0,25.01,67.0,4.87,449.44,2,2.8,No,0.10259949390384174,0.3546467597100509,0.23677671281505147,0.5842696629213483,0.16014922877565527
CUST10170,26,Female,South,Premium,71,6.01,448.3,7.0,40.24,73.3,2.06,1053.03,3,2.5,No,0.11571198527720264,0.46337769122579253,0.4169920719441486,0.6550561797752809,0.7909125109727041
CUST10171,58,Female,North,Basic,2,2.14,68.6,34.0,58.26,55.0,2.72,370.28,0,3.2,No,0.02668507016333103,0.052580331061343716,0.6302212755886877,0.449438202247191,0.0774254901141161
CUST10172,22,Male,East,Standard,54,7.11,478.0,18.0,38.79,59.9,3.27,694.75,1,3.0,No,0.14101679319070623,0.49551011576328036,0.3998343391314637,0.5044943820224719,0.41650294695481344
CUST10173,42,Male,West,Basic,72,15.05,238.6,59.0,23.87,63.2,2.77,435.34,1,2.4,No,0.323671497584541,0.23650329979443904,0.2232871849485268,0.5415730337078652,0.14541445470885758
CUST10174,51,Male,East,Premium,56,3.3,465.9,37.0,58.03,57.3,2.25,946.05,1,4.1,Yes,0.053370140326662055,0.48241912798874825,0.6274997041770205,0.47528089887640446,0.679116331563767
CUST10175,31,Male,East,Basic,17,8.32,149.0,56.0,64.85,48.6,1.1,434.5,0,4.2,No,0.16885208189556014,0.13956507627393705,0.7082002129925451,0.3775280898876405,0.14453663838147393
CUST10176,49,Female,South,Basic,55,3.69,527.7,12.0,47.33,49.7,2.24,381.22,3,3.0,No,0.06234184495054059,0.5492805366223088,0.500887468938587,0.38988764044943824,0.08885800275885136
CUST10177,53,Male,West,Standard,8,4.32,614.4,19.0,18.59,41.9,1.62,608.07,0,3.4,No,0.076834598573729,0.6430812506761874,0.16080937167199147,0.3022471910112359,0.32592066212431564
CUST10178,51,Female,South,Premium,35,6.51,289.0,10.0,58.59,61.7,0.9,976.08,1,4.1,No,0.12721417069243152,0.29103105052472145,0.6341261389184711,0.5247191011235955,0.7104982652677342
CUST10179,38,Male,North,Premium,46,4.7,225.4,15.0,23.1,53.5,1.92,848.51,3,3.7,No,0.08557625948930296,0.22222222222222224,0.21417583717903207,0.43258426966292135,0.577185135643523
CUST10180,58,Female,South,Standard,33,9.03,41.9,59.0,52.63,44.4,1.65,645.08,1,4.2,Yes,0.18518518518518515,0.023693605972086983,0.5636019405987457,0.3303370786516854,0.36459683150106603
CUST10181,56,Male,North,Premium,51,1.98,382.0,69.0,34.69,44.4,3.44,995.39,4,3.3,No,0.023004370830457786,0.39164773341988535,0.3513193704886995,0.3303370786516854,0.7306775906031854
CUST10182,34,Male,North,Premium,18,22.43,325.3,11.0,30.6,35.6,3.46,995.66,1,3.3,No,0.49344375431331944,0.3303040138483177,0.30292273103774703,0.2314606741573034,0.730959745851273
CUST10183,56,Male,North,Standard,44,9.89,150.8,18.0,41.37,70.7,1.81,633.09,2,3.1,No,0.20496894409937885,0.1415124959428757,0.4303632706188616,0.6258426966292135,0.3520670484471012
CUST10184,65,Female,South,Basic,47,5.94,511.5,23.0,45.25,56.3,2.51,533.14,2,2.9,No,0.11410167931907063,0.5317537596018609,0.4762749970417702,0.4640449438202247,0.24761735568281573
CUST10185,60,Female,East,Standard,46,9.72,349.0,37.0,38.34,41.2,0.76,672.31,0,3.3,No,0.20105820105820105,0.3559450394893433,0.39450952549994084,0.29438202247191014,0.39305271078042053
CUST10186,56,Female,South,Standard,21,2.67,236.4,7.0,56.83,67.9,2.26,682.68,1,3.3,No,0.038877386703473654,0.23412312019906958,0.613300201159626,0.5943820224719102,0.40388956234585965
CUST10187,57,Female,South,Standard,22,14.42,330.2,8.0,41.31,46.0,3.24,770.85,0,4.1,No,0.3091787439613526,0.3356053229470951,0.42965329546799197,0.34831460674157305,0.4960289261380263
CUST10188,59,Male,West,Basic,19,5.42,622.8,35.0,62.7,32.5,3.71,467.96,1,4.4,Yes,0.10213940648723255,0.6521692091312344,0.682759436753047,0.19662921348314608,0.17950298875559087
CUST10189,33,Male,West,Standard,34,5.86,538.5,6.0,52.22,71.3,2.02,600.43,1,3.7,No,0.11226132965263401,0.5609650546359407,0.5587504437344692,0.6325842696629214,0.3179367136228734
CUST10190,55,Male,South,Basic,43,4.86,406.6,18.0,37.54,46.4,3.96,415.45,3,3.1,No,0.08925695882217621,0.4182624688953803,0.3850431901550112,0.35280898876404493,0.12462901809973667
CUST10191,28,Male,South,Premium,27,4.58,541.4,27.0,35.01,48.5,1.13,887.48,3,3.7,No,0.08281573498964802,0.5641025641025641,0.35510590462667135,0.37640449438202245,0.617909543117502
CUST10192,36,Male,West,Basic,30,10.5,221.0,33.0,23.29,55.7,1.43,596.55,0,2.6,Yes,0.2190016103059581,0.2174618630314833,0.21642409182345282,0.4573033707865169,0.31388203820591065
CUST10193,66,Male,North,Basic,21,7.9,435.8,22.0,52.36,73.3,3.58,358.68,2,2.7,No,0.15919024614676786,0.44985394352482966,0.5604070524198319,0.6550561797752809,0.06530326464072234
CUST10194,32,Female,South,Premium,16,10.21,456.5,19.0,42.68,55.3,4.64,952.63,2,2.6,No,0.21233034276512536,0.47224926971762415,0.44586439474618383,0.4528089887640449,0.6859925594616062
CUST10195,61,Male,West,Basic,48,6.65,345.4,44.0,12.42,35.8,3.34,381.67,0,2.9,No,0.13043478260869562,0.352050200151466,0.08780026032422197,0.23370786516853928,0.08932826150566404
CUST10196,39,Male,South,Basic,59,9.33,508.4,30.0,39.96,63.7,2.76,372.66,0,3.3,Yes,0.1920864964343225,0.5283998701720221,0.41367885457342324,0.547191011235955,0.07991263637503662
CUST10197,28,Male,East,Standard,21,6.51,289.5,16.0,34.48,47.2,0.39,753.93,3,4.5,No,0.12721417069243152,0.29157200043275994,0.3488344574606555,0.3617977528089888,0.478347197257869
CUST10198,23,Female,East,Premium,62,28.48,521.8,25.0,71.64,85.2,0.58,1253.11,1,3.6,Yes,0.632620197837589,0.5428973277074542,0.7885457342326352,0.7887640449438202,1.0
CUST10199,46,Female,East,Basic,42,2.41,529.3,32.0,22.46,55.0,2.94,387.29,3,2.4,No,0.032896250287554635,0.551011576328032,0.2066027689030884,0.449438202247191,0.09520127074363587
CUST10200,41,Female,South,Basic,13,15.17,20.0,82.0,26.38,19.2,2.41,417.4,2,4.5,No,0.3264320220841959,0.0,0.2529878120932434,0.047191011235955045,0.12666680600259164
CUST10201,44,Female,North,Standard,27,16.27,644.3,43.0,64.65,60.7,1.58,623.59,2,4.3,No,0.3517368299976995,0.6754300551768906,0.7058336291563129,0.5134831460674157,0.34213936379216664
CUST10202,20,Male,South,Premium,1,3.84,20.0,57.0,68.35,86.1,2.87,958.61,2,2.9,Yes,0.06579250057510926,0.0,0.7496154301266121,0.7988764044943819,0.6922417756970282
CUST10203,31,Male,North,Standard,3,28.48,319.1,16.0,36.83,80.2,2.93,802.48,1,2.5,No,0.632620197837589,0.3235962349886401,0.3766418175363862,0.7325842696629213,0.5290828909417716
CUST10204,18,Female,West,Basic,25,12.77,614.6,17.0,38.52,84.3,3.84,439.8,3,2.2,No,0.27122153209109723,0.6432976306394028,0.39663945095255,0.7786516853932584,0.15007524139949008
CUST10205,33,Male,South,Basic,33,12.57,372.9,21.0,57.24,38.7,2.95,486.6,2,3.7,Yes,0.2666206579250057,0.38180244509358435,0.6181516980239025,0.2662921348314607,0.19898215106800993
CUST10206,66,Male,East,Basic,58,6.81,166.1,22.0,13.09,69.6,4.15,461.59,1,2.2,No,0.1341154819415689,0.15806556312885428,0.09572831617560051,0.6134831460674157,0.17284621493959787
CUST10207,25,Male,West,Basic,10,5.81,233.1,12.0,20.08,43.4,2.81,451.63,3,4.4,No,0.11111111111111109,0.23055285080601537,0.17844042125192283,0.3191011235955056,0.162437821343477
CUST10208,53,Male,West,Standard,61,5.84,614.8,60.0,43.79,58.6,2.67,666.65,2,3.3,No,0.11180124223602482,0.6435140106026181,0.4589989350372737,0.4898876404494382,0.38713790076495425
CUST10209,18,Male,South,Basic,17,8.62,84.1,46.0,71.25,34.6,3.97,390.13,2,4.0,No,0.17575339314469743,0.0693497782105377,0.7839308957519819,0.22022471910112362,0.0981691259457426
CUST10210,47,Female,South,Standard,10,16.62,633.2,20.0,41.46,44.7,1.72,785.34,0,2.8,No,0.35978835978835977,0.6634209672184357,0.4314282333451662,0.33370786516853934,0.511171257785395
CUST10211,65,Female,West,Standard,51,7.52,420.1,38.0,49.51,44.2,5.9,694.81,0,2.2,No,0.1504485852311939,0.43286811641242023,0.5266832327535202,0.3280898876404495,0.41656564812105507
CUST10212,35,Male,East,Standard,56,3.7,215.4,29.0,65.01,69.4,3.21,720.06,0,3.9,No,0.06257188865884518,0.21140322406145193,0.7100934800615312,0.6112359550561799,0.44295238891443384
CUST10213,28,Male,West,Basic,44,11.43,325.0,41.0,48.2,67.8,3.22,511.03,2,3.7,No,0.24039567517828384,0.32997944390349454,0.5111821086261981,0.593258426966292,0.22451197592275218
CUST10214,47,Female,West,Premium,9,12.17,246.9,10.0,39.35,59.4,3.38,943.82,1,1.0,Yes,0.2574189095928226,0.2454830682678784,0.40646077387291446,0.49887640449438203,0.6767859382184511
CUST10215,32,Female,West,Standard,9,10.23,585.9,22.0,47.75,33.4,4.86,631.5,1,3.3,Yes,0.2127904301817345,0.612247105917992,0.5058572949946751,0.20674157303370785,0.3504054675416963
CUST10216,64,Female,North,Standard,29,10.85,561.8,24.0,75.33,50.0,3.67,672.55,1,4.6,Yes,0.2270531400966183,0.5861733203505355,0.8322092060111229,0.39325842696629215,0.3933035154453873
CUST10217,62,Female,East,Basic,33,5.61,120.6,38.0,25.17,43.1,1.03,374.57,1,2.6,No,0.10651023694501956,0.10883912149734934,0.2386699798840374,0.3157303370786517,0.08190862350039711
CUST10218,51,Male,North,Basic,72,3.66,357.4,16.0,63.41,68.9,4.34,462.5,2,3.6,No,0.06165171382562686,0.36503299794439037,0.6911608093716719,0.60561797752809,0.1737971826275969
CUST10219,51,Male,East,Premium,21,3.8,274.6,4.0,32.73,73.9,2.43,991.12,0,3.3,No,0.06487232574189095,0.2754516931732122,0.328126848893622,0.6617977528089888,0.7262153576056517
CUST10220,49,Male,West,Standard,14,2.31,662.8,12.0,49.54,71.9,2.92,723.32,3,3.5,Yes,0.030595813204508854,0.6954452017743157,0.5270382203289551,0.6393258426966293,0.44635915228023254
CUST10221,56,Male,South,Basic,69,7.8,187.0,24.0,44.36,42.9,1.39,467.61,1,3.9,No,0.1568898090637221,0.18067726928486422,0.46574369897053597,0.31348314606741573,0.17913723195251435
CUST10222,41,Male,South,Standard,12,6.33,718.8,26.0,33.63,15.0,3.38,698.46,2,2.3,Yes,0.12307338394294913,0.7560315914746294,0.33877647615666784,0.0,0.42037996906742475
CUST10223,68,Male,North,Standard,2,5.02,424.0,80.0,33.25,26.7,2.08,745.11,1,4.0,Yes,0.09293765815504942,0.43708752569512066,0.3342799668678263,0.13146067415730336,0.46913012582034036
CUST10224,35,Female,West,Premium,31,0.98,220.9,37.0,52.15,77.7,2.91,980.72,1,3.6,Yes,0.0,0.2173536730498756,0.5579221393917879,0.7044943820224719,0.7153471554570916
CUST10225,18,Female,North,Basic,29,2.97,308.1,26.0,62.93,48.6,2.49,420.57,2,4.0,No,0.045778697952611,0.31169533701179275,0.6854810081647142,0.3775280898876405,0.12997951761902773
CUST10226,54,Female,North,Premium,45,13.85,285.7,24.0,46.05,43.0,4.92,1113.52,1,3.1,Yes,0.2960662525879917,0.28746078113166723,0.48574133238669975,0.3146067415730337,0.8541257367387034
CUST10227,52,Male,North,Basic,64,4.34,200.6,53.0,49.05,81.3,4.98,431.37,2,1.9,No,0.07729468599033815,0.19539110678351185,0.5212400899301857,0.744943820224719,0.14126572754253233
CUST10228,69,Male,North,Standard,68,8.45,447.1,16.0,56.57,75.2,2.85,682.96,1,2.0,No,0.17184265010351962,0.4620794114465001,0.6102236421725239,0.6764044943820225,0.40418216778832095
CUST10229,38,Female,South,Standard,21,2.71,209.0,22.0,33.43,55.4,2.87,619.18,1,3.4,No,0.039797561536691964,0.2044790652385589,0.33640989232043544,0.45393258426966293,0.3375308280734022
CUST10230,40,Female,South,Basic,71,17.03,37.5,11.0,59.1,50.3,2.39,539.85,0,4.7,Yes,0.36922015182884743,0.01893324678134805,0.6401609277008637,0.39662921348314606,0.25462943610751165
CUST10231,47,Female,South,Basic,46,6.09,361.7,66.0,60.29,52.9,4.02,503.58,2,3.7,No,0.11755233494363926,0.36968516715352157,0.6542421015264466,0.4258426966292135,0.21672658111440876
CUST10232,38,Female,North,Standard,6,8.07,105.5,32.0,87.05,58.6,2.44,694.64,2,3.0,No,0.1631009891879457,0.09250243427458618,0.9708910188143414,0.4898876404494382,0.41638799481670363
CUST10233,58,Male,North,Premium,68,30.32,294.6,15.0,42.36,80.6,2.34,1202.86,3,2.1,Yes,0.6749482401656314,0.29708968949475284,0.442077860608212,0.7370786516853932,0.9474877732725828
CUST10234,40,Female,South,Standard,10,17.92,266.4,23.0,41.13,61.8,3.88,648.17,1,2.2,No,0.38969404186795487,0.2665801146813805,0.4275233700153828,0.5258426966292135,0.3678259415625131
CUST10235,58,Male,North,Premium,43,5.48,273.2,35.0,59.53,66.6,2.21,978.83,1,2.6,No,0.10351966873706003,0.2739370334307043,0.6452490829487635,0.5797752808988763,0.7133720687204784
CUST10236,40,Male,East,Premium,57,4.55,790.2,21.0,60.29,73.7,2.76,974.09,1,3.2,No,0.08212560386473429,0.8332792383425296,0.6542421015264466,0.6595505617977528,0.7084186765873848
CUST10237,29,Female,North,Standard,18,5.41,440.2,17.0,39.97,36.3,1.06,641.48,3,4.3,No,0.10190936277892798,0.4546143027155686,0.41379718376523483,0.23932584269662918,0.36083476152656446
CUST10238,69,Male,South,Standard,20,9.31,474.2,16.0,41.95,67.1,3.57,835.97,1,1.9,Yes,0.19162640901771333,0.4913988964621876,0.43722636374393564,0.5853932584269662,0.5640805918990094
CUST10239,45,Male,South,Basic,35,6.24,110.2,31.0,56.12,50.3,4.93,432.8,4,3.2,Yes,0.12100299056820794,0.09758736341014823,0.604898828541001,0.39662921348314606,0.14276010533795933
CUST10240,54,Male,South,Basic,64,5.17,312.3,19.0,35.59,15.0,3.59,407.59,1,3.8,No,0.09638831377961811,0.3162393162393163,0.36196899775174535,0.0,0.11641516532207498
CUST10241,48,Male,North,Premium,17,17.35,468.8,18.0,41.84,20.9,4.41,1054.53,0,2.9,Yes,0.37658155049459396,0.48555663745537164,0.4359247426340078,0.06629213483146065,0.7924800401287464
CUST10242,36,Male,North,Standard,48,6.21,245.6,10.0,49.34,38.7,1.87,576.11,1,3.8,No,0.12031285944329422,0.24407659850697827,0.5246716364927227,0.2662921348314607,0.2925218409062409
CUST10243,68,Male,West,Basic,33,29.81,593.5,26.0,62.94,63.5,3.06,536.07,3,2.2,No,0.6632160110420978,0.6204695445201774,0.6855993373565258,0.5449438202247191,0.2506792626342851
CUST10244,37,Male,North,Standard,9,7.09,213.5,22.0,38.93,56.8,1.76,745.62,3,3.3,Yes,0.14055670577409704,0.20934761441090555,0.40149094781682637,0.46966292134831455,0.4696630857333947
CUST10245,69,Female,South,Standard,52,21.34,378.5,20.0,20.36,57.9,2.55,742.45,0,2.8,No,0.46836899010812044,0.38786108406361575,0.18175363862264818,0.4820224719101123,0.4663503741169587
CUST10246,40,Male,South,Premium,60,8.43,324.5,28.0,19.25,86.2,3.65,953.99,2,2.0,No,0.17138256268691046,0.32943849399545605,0.1686190983315584,0.8,0.6874137858964178
CUST10247,19,Female,South,Standard,42,12.5,459.6,41.0,29.11,34.7,2.91,796.02,1,3.5,Yes,0.26501035196687367,0.475603159147463,0.28529168145781564,0.2213483146067416,0.5223320653764161
CUST10248,19,Male,South,Standard,13,4.17,314.7,40.0,28.3,54.6,1.25,747.73,2,3.6,Yes,0.07338394294916033,0.3188358757979011,0.2757070169210744,0.4449438202247191,0.4718680767462276
CUST10249,68,Female,West,Standard,12,3.84,381.2,36.0,45.68,59.9,1.35,700.47,3,3.5,No,0.06579250057510926,0.3907822135670237,0.4813631522896698,0.5044943820224719,0.42248045813652146
CUST10250,45,Male,West,Standard,31,9.01,387.5,21.0,30.17,43.2,1.28,678.03,1,3.9,No,0.18472509776857599,0.397598182408309,0.29783457578984734,0.3168539325842697,0.3990302219621285
CUST10251,38,Male,South,Standard,37,12.71,297.8,16.0,37.46,55.5,3.34,712.09,2,3.5,No,0.2698412698412698,0.30055176890619933,0.3840965566205183,0.4550561797752809,0.43462358399866247
CUST10252,60,Male,South,Premium,40,6.86,517.3,12.0,36.39,29.4,5.07,945.93,0,2.7,Yes,0.13526570048309178,0.5380287785351077,0.3714353330966749,0.16179775280898875,0.6789909292312838
CUST10253,50,Female,North,Standard,18,2.9,472.9,16.0,41.39,77.6,4.3,611.69,1,2.4,Yes,0.044168391994478945,0.48999242670128745,0.4305999290024849,0.7033707865168539,0.3297036324875644
CUST10254,52,Female,South,Basic,37,2.76,414.0,25.0,67.84,44.1,0.71,358.12,4,4.5,Yes,0.04094778007821485,0.42626852753435035,0.7435806413442196,0.32696629213483147,0.06471805375579988
CUST10255,53,Female,East,Standard,22,2.64,352.5,14.0,57.93,87.5,4.36,380.85,3,2.0,No,0.038187255578559925,0.3597316888456129,0.6263164122589042,0.8146067415730337,0.08847134556702758
CUST10256,28,Female,North,Standard,50,2.12,573.4,26.0,48.24,54.5,3.83,604.81,1,3.2,No,0.026224982746721876,0.5987233582170292,0.5116554253934446,0.4438202247191011,0.3225138987585169
CUST10257,22,Female,South,Standard,58,7.18,387.5,12.0,41.08,71.4,1.1,906.08,2,3.2,No,0.14262709914883825,0.397598182408309,0.4269317240563246,0.6337078651685394,0.6373469046524267
CUST10258,55,Male,West,Basic,47,13.89,374.8,8.0,41.5,54.1,2.47,494.41,2,3.5,No,0.29698642742121,0.3838580547441307,0.4319015501124127,0.4393258426966292,0.20714375287380352
CUST10259,19,Male,North,Basic,1,6.63,448.8,44.0,52.92,54.5,4.01,451.68,1,3.0,No,0.1299746951920865,0.463918641133831,0.5670334871612827,0.4438202247191011,0.1624900723153451
CUST10260,55,Female,South,Standard,72,1.54,735.4,18.0,56.76,45.7,3.41,751.78,0,3.2,No,0.01288244766505636,0.7739911284215082,0.6124718968169447,0.34494382022471914,0.47610040546754173
CUST10261,24,Female,East,Basic,2,5.91,188.7,14.0,34.39,56.9,1.36,397.7,1,3.3,No,0.11341154819415687,0.18251649897219518,0.3477694947343509,0.4707865168539326,0.10607992308656941
CUST10262,31,Male,North,Premium,72,6.01,568.6,11.0,48.55,60.1,3.47,1001.35,1,2.7,Yes,0.11571198527720264,0.5935302390998594,0.5153236303396047,0.5067415730337079,0.7369059064498602
CUST10263,54,Female,North,Basic,3,26.11,89.2,33.0,17.53,42.5,0.45,572.86,1,2.9,Yes,0.5780998389694041,0.07486746727253057,0.14826647733995976,0.3089887640449438,0.2891255277348159
CUST10264,50,Female,North,Basic,38,2.59,469.1,64.0,51.18,53.0,2.55,400.58,0,3.7,No,0.03703703703703703,0.4858812074001948,0.5464442077860607,0.42696629213483145,0.10908957906617063
CUST10265,58,Male,West,Premium,8,5.19,713.5,19.0,59.43,45.2,4.05,1021.08,2,3.4,Yes,0.09684840119622729,0.7502975224494213,0.6440657910306472,0.33932584269662924,0.7575241399490033
CUST10266,49,Female,North,Basic,7,20.26,518.0,21.0,43.8,91.8,2.82,563.2,2,3.0,No,0.4435242696112261,0.5387861084063617,0.4591172642290853,0.8629213483146068,0.2790306399699035
CUST10267,20,Female,North,Basic,50,8.96,460.7,52.0,75.25,53.6,2.25,470.77,1,3.7,No,0.18357487922705312,0.4767932489451477,0.8312625724766299,0.4337078651685393,0.18243949337457677
CUST10268,61,Male,North,Basic,53,6.51,329.1,7.0,34.78,79.7,3.78,442.78,1,3.3,No,0.12721417069243152,0.3344152331494104,0.3523843332150041,0.7269662921348314,0.1531893993228274
CUST10269,29,Female,North,Basic,9,7.2,435.6,97.0,51.26,51.9,3.87,422.54,2,2.8,No,0.14308718656544742,0.4496375635616142,0.5473908413205537,0.4146067415730337,0.13203820591062998
CUST10270,25,Female,East,Basic,71,8.29,384.6,136.0,47.46,59.1,4.24,373.51,1,2.2,No,0.16816195077064636,0.39446067294168563,0.5024257484321382,0.4955056179775281,0.08080090289679388
CUST10271,63,Female,North,Basic,24,11.08,288.5,4.0,46.5,33.9,3.76,421.15,1,2.8,Yes,0.2323441453876236,0.2904901006166829,0.4910661460182227,0.21235955056179773,0.1305856288926974
CUST10272,28,Female,East,Basic,23,3.95,377.8,23.0,46.29,47.8,3.99,388.49,1,2.0,No,0.06832298136645962,0.3871037541923618,0.48858123299017864,0.3685393258426966,0.0964552940684697
CUST10273,45,Female,East,Basic,22,11.83,465.7,15.0,49.61,58.4,3.61,408.16,1,3.8,No,0.24959742351046696,0.48220274802553287,0.5278665246716364,0.48764044943820223,0.11701082640137112
CUST10274,43,Female,West,Standard,34,2.74,291.9,20.0,60.72,80.4,3.09,689.64,0,3.7,No,0.040487692661605706,0.2941685599913448,0.6593302567743462,0.7348314606741574,0.411162897629896
